pais_codigo,pais,ano,valor
IND,India,1986,314.897116402542
IND,India,1985,300.928258576378
IND,India,1984,281.049867840717
IND,India,1983,295.999773299382
IND,India,1982,278.65038258267
IND,India,1981,274.964330768528
IND,India,1980,271.080945953678
IND,India,1979,227.958179873426
IND,India,1978,209.389063573463
IND,India,1977,189.585568552477
IND,India,1976,164.119999587322
JPN,Japan,2025,35951.0449549304
JPN,Japan,2024,33797.1014287876
JPN,Japan,2023,35215.003535366
JPN,Japan,2022,35548.2645222433
JPN,Japan,2021,41580.739040705
JPN,Japan,2020,41098.9739004553
JPN,Japan,2019,41424.8655601543
JPN,Japan,2018,40645.478086519
JPN,Japan,2017,39679.8635262948
JPN,Japan,2016,40214.9688631562
JPN,Japan,2015,35664.6446110613
JPN,Japan,2014,39172.8471161948
JPN,Japan,2013,41369.1948479498
JPN,Japan,2012,49626.6830327571
JPN,Japan,2011,49122.077634247
JPN,Japan,2010,45378.1378109399
JPN,Japan,2009,41678.1783063195
JPN,Japan,2008,40294.2081309702
JPN,Japan,2007,36129.9535132925
JPN,Japan,2006,36354.4271646349
JPN,Japan,2005,38158.6758263963
JPN,Japan,2004,38677.5708064787
JPN,Japan,2003,35808.6816792388
JPN,Japan,2002,33315.9165174962
JPN,Japan,2001,34910.166403687
JPN,Japan,2000,39752.937397755
JPN,Japan,1999,37028.7168989208
JPN,Japan,1998,32835.1192750829
JPN,Japan,1997,36331.0311480645
JPN,Japan,1996,39929.7185750327
JPN,Japan,1995,44947.4763611465
JPN,Japan,1994,40774.4450809919
JPN,Japan,1993,37110.6114371751
JPN,Japan,1992,32666.5024513195
JPN,Japan,1991,30048.1401766828
JPN,Japan,1990,26344.7273187725
JPN,Japan,1989,25798.0054757546
JPN,Japan,1988,26036.864097278
JPN,Japan,1987,21586.9260294922
JPN,Japan,1986,17819.3400779496
JPN,Japan,1985,12058.1469373485
JPN,Japan,1984,11443.4617086944
JPN,Japan,1983,10876.3275267125
JPN,Japan,1982,9985.92408278337
JPN,Japan,1981,10805.9900652449
JPN,Japan,1980,9872.35315959728
JPN,Japan,1979,9497.01423554433
JPN,Japan,1978,9201.91586719521
JPN,Japan,1977,6609.09338399173
JPN,Japan,1976,5422.25981204974
USA,United States,2025,90026.5163005744
USA,United States,2024,86169.6641581917
USA,United States,2023,82586.7847707894
USA,United States,2022,78008.6895811877
USA,United States,2021,71441.2319805947
USA,United States,2020,64465.2971415748
USA,United States,2019,65227.9565911038
USA,United States,2018,62875.6661382728
USA,United States,2017,60047.7190728307
USA,United States,2016,57976.628204291
USA,United States,2015,56849.4697923159
USA,United States,2014,55153.3940182967
USA,United States,2013,53297.3862901595
USA,United States,2012,51708.3940614082
USA,United States,2011,50024.8812320773
USA,United States,2010,48642.6312088213
USA,United States,2009,47194.9500893872
USA,United States,2008,48570.0594269601
USA,United States,2007,48050.227412195
USA,United States,2006,46301.9876485519
USA,United States,2005,44123.3996470026
USA,United States,2004,41724.6411982614
USA,United States,2003,39490.3023903176
USA,United States,2002,37997.7424300242
USA,United States,2001,37133.6203973517
USA,United States,2000,36329.9702595751
USA,United States,1999,34515.3813073394
USA,United States,1998,32853.6725949234
USA,United States,1997,31459.1299691554
USA,United States,1996,29967.7127181749
USA,United States,1995,28690.8757013347
USA,United States,1994,27694.853416234
USA,United States,1993,26387.2937338171
USA,United States,1992,25418.9907763319
USA,United States,1991,24342.2589048189
USA,United States,1990,23888.6000088133
USA,United States,1989,22857.1544330056
USA,United States,1988,21417.0119305191
USA,United States,1987,20038.9410992658
USA,United States,1986,19071.2271949295
USA,United States,1985,18236.8277265009
USA,United States,1984,17121.2254849995
USA,United States,1983,15543.8937174925
USA,United States,1982,14433.787727053
USA,United States,1981,13976.10539252
USA,United States,1980,12574.7915062163
USA,United States,1979,11674.1818666548
USA,United States,1978,10564.9482220275
USA,United States,1977,9452.57651914511
USA,United States,1976,8592.25353727612
